case_id,model_finding_id,initial_adjudicator_type,initial_codeql_relation,initial_matched_reference_ids,initial_relation_confidence,initial_relation_rationale,final_codeql_relation,final_matched_reference_ids,human_review_status,final_decision_source,reviewer_role,source_row_sha256
case-c4f7afe4573a5fc51cc1,mf-14d460adf4ec001337f1,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion.",no_match,,author_confirmed,author_manual_review,author,f89a253752a5264f20f8419e06addc55546d5de422999e98f559f2600b9a0539
case-c4f7afe4573a5fc51cc1,mf-f76d7a2601ff487b192c,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion.",no_match,,author_confirmed,author_manual_review,author,a848cf0534ca23fa194317dd5e4ccb740d7c315c77868ab2214d725d98db1b66
case-c4f7afe4573a5fc51cc1,mf-45cdeadf24d44f43aebb,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion.",no_match,,author_confirmed,author_manual_review,author,f75247e3c82d8f6ed46b6b952b208c7da8c9813ba4f9a439c0c17e95b6b5beab
case-c812fbc20a056cc30f2a,mf-da1837357df66a9a84aa,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,77f037b34a896cd5a1018f7ecbf2b5f6c819af41adcdff24893160f2779d22e4
case-c812fbc20a056cc30f2a,mf-b43b33bf82d1d061068d,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,2e64f68a406b132a13d796f9edebe8bf3f6a47ac14c76ab160aa05433165426c
case-c812fbc20a056cc30f2a,mf-26bb93e6c6102caa9013,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,200ccb2e2fd5e0b10350888cbaf43d49066badbc2fa5106210b0d5b588d14ac2
case-c812fbc20a056cc30f2a,mf-2a97ac0521553fb7cddc,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,7d596473f20140cd6dc27f7748fd92d8ffdba48367abebe6b8adb35e5e806580
case-c812fbc20a056cc30f2a,mf-e59837108b6d1882e412,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,ff8b9de76b551e95d5c8c75432e4f0ff86e4d0d1f61d70e1621e5002cdf3fda7
case-c812fbc20a056cc30f2a,mf-3129e4bc379c5916257c,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,fdc0c73cf3e1707269b839a4039d86e1e2e7b194338fa19285a0bf27ca8b7c7f
case-c812fbc20a056cc30f2a,mf-04fa01cafbf8f218dc5f,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,4be5622f70e3b0c6463a81e1e4c387dad26aee1ae4d42fb290afaf0fe8db803b
case-c812fbc20a056cc30f2a,mf-b705682322e46446eb30,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/print-during-import.",no_match,,author_confirmed,author_manual_review,author,d949168b443022ba85b7ea410db122fcc392344e0428311c3f097f2f8db6aa97
case-c812fbc20a056cc30f2a,mf-a8f63113127eec066cd5,LLM_assistant,related_distinct,,medium,"Semantic packet review placed the reviewer finding in the same component or causal neighbourhood as the preserved CodeQL alert set (py/print-during-import), but the failure condition and required fix are materially different.",related_distinct,,author_confirmed,author_manual_review,author,98330f47912d48080ec457bb1a745a94289f62f5c8ae317ac5228393323ea661
case-ca17bd7389a0f6607c96,mf-432d4765c70aa6a3e1e5,LLM_assistant,related_distinct,,medium,"Semantic packet review placed the reviewer finding in the same component or causal neighbourhood as the preserved CodeQL alert set (js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local), but the failure condition and required fix are materially different.",related_distinct,,author_confirmed,author_manual_review,author,689e28fbf2b90bd0d91b63b06bd19d60cc80d7dbd8ec973638e9c7974c3916d1
case-ca17bd7389a0f6607c96,mf-faef77c4299a278dd427,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local.",no_match,,author_confirmed,author_manual_review,author,274de439aa86fa1073709246665e8500e29834b0d5b85f7a4d2c5f1668a1ba3d
case-ca17bd7389a0f6607c96,mf-2b6425af3e08467cd46f,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local.",no_match,,author_confirmed,author_manual_review,author,a722ed072a39c44da4d82712a6d8a07331aa1a7eb7c6f2851c3fbf5dcef3e983
case-ca17bd7389a0f6607c96,mf-979c09a87a8923105ccf,LLM_assistant,related_distinct,,medium,"The reviewer reports reading before the terminated child has finished flushing. CodeQL reports a check/use race between fs.access and fs.readFile (sf-f51269a0b33a004be4fa). Both concern concurrent changes to the same log file, but their precise race windows and fixes differ.",related_distinct,,author_confirmed,author_manual_review,author,542c7f4254e455cc49b2df45cb697c2ae2a7e7bdd5f901021f028472713d3b19
case-ca17bd7389a0f6607c96,mf-eb45c7bcaa83571a357d,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local.",no_match,,author_confirmed,author_manual_review,author,c77f61dd94ace0c11ec3da83ddc71c139ebadeac6acdba270294d2f26d0439e7
case-ca17bd7389a0f6607c96,mf-6f792eaad63f416680f5,LLM_assistant,related_distinct,,medium,"Semantic packet review placed the reviewer finding in the same component or causal neighbourhood as the preserved CodeQL alert set (js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local), but the failure condition and required fix are materially different.",related_distinct,,author_confirmed,author_manual_review,author,305ede81f05fc38cf1ec5e885b635893646128ad46dae4a03e15645054f56037
case-ca17bd7389a0f6607c96,mf-683c1481aef67b560a8f,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local.",no_match,,author_confirmed,author_manual_review,author,98965560a4d7471a2f5bab185a04a033a1159f19a31ccb3b34921552d1e341d5
case-ca17bd7389a0f6607c96,mf-24c5034247eed73f6904,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/file-system-race, js/superfluous-trailing-arguments, js/useless-assignment-to-local.",no_match,,author_confirmed,author_manual_review,author,48cfc3d85db9a6b42ad6e74bb283277958797fb372d97c831eb721dc00ae14b5
case-cc06a36391a666250d94,mf-6ffea054989cf6bd8eb1,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were cpp/short-global-name.",no_match,,author_confirmed,author_manual_review,author,1da850898499d95e1a43153e30a15ee216333ebf58e72bedb8fc83444ee29e87
case-cc06a36391a666250d94,mf-ada9839f899a44c1c1d9,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were cpp/short-global-name.",no_match,,author_confirmed,author_manual_review,author,2eb10d06842ff41f35022d8220cf58500bfa489d6fdeb4470f2da42fab66eb50
case-cc06a36391a666250d94,mf-742dfdea2e41866007d0,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were cpp/short-global-name.",no_match,,author_confirmed,author_manual_review,author,b16d61e5467fb97e417773c2aef83016c1ba9701aeae49e10964a225fadfe2bb
case-cc06a36391a666250d94,mf-4fdd5f1a8c68e4e08837,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were cpp/short-global-name.",no_match,,author_confirmed,author_manual_review,author,8706e56257b16713a1deb199b808a6b7dcb168c3fbac1c0b9cfc30c2e989a223
case-cc06a36391a666250d94,mf-9d936bbf71f3b303ab97,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were cpp/short-global-name.",no_match,,author_confirmed,author_manual_review,author,2014ba36a9b068282f17f649200e5c41871b55029f073fdc1b1dec9a57de206b
case-ceeab167e6eb9cc30b63,mf-fb96db3805c2d08b5e3b,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/syntax-error.",no_match,,author_confirmed,author_manual_review,author,7e1ee320a311b90eb1e5ac31fb71a2f9dee287250025a84089b3848bb926b1fd
case-ceeab167e6eb9cc30b63,mf-a3a4fc246044bef6ec0c,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/syntax-error.",no_match,,author_confirmed,author_manual_review,author,fa40669045edae541f33e760f14ed3537722d0c009b2097018839862618041bf
case-ceeab167e6eb9cc30b63,mf-b61e41a6c22320198a21,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/syntax-error.",no_match,,author_confirmed,author_manual_review,author,da30755ccec28e9d0328b5eec978f7ff760e9083892de768bcb78e19a05ea7ba
case-d43932c2523bb6005b6b,mf-ce9b6725da636713d7e0,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/empty-except, py/procedure-return-value-used.",no_match,,author_confirmed,author_manual_review,author,5e906c4b061929c88befdbfeace88d85ff462c4b6849deb2d29e3e989d258107
case-d43932c2523bb6005b6b,mf-4eab908ade94c6c7674d,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/empty-except, py/procedure-return-value-used.",no_match,,author_confirmed,author_manual_review,author,87fd51be02b5248c5c32be1f1d3b05ff84fcac487c00484ef82d5f22aa3f6944
case-d43932c2523bb6005b6b,mf-4ab9ee308b2e706e3e02,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/empty-except, py/procedure-return-value-used.",no_match,,author_confirmed,author_manual_review,author,2886ff6b81c15ccb1e1b7ceed92cc5afd319cbd7d5c46ba63c7d314aaeb540ce
case-d43932c2523bb6005b6b,mf-182d4e5cbd56da18a5cc,LLM_assistant,related_distinct,,high,The reviewer identifies a dropped use_kernel_calc option in the webserver path. CodeQL reports that the return value of walk is used although walk returns None (sf-00684c5b00f72722dc3f). They share a call site but describe different defects.,related_distinct,,author_confirmed,author_manual_review,author,5183e31b9adffdbd355e2c93fece53efdff6781267d47d07811593ffad43bc48
case-d43932c2523bb6005b6b,mf-edbf027d4852da280710,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/empty-except, py/procedure-return-value-used.",no_match,,author_confirmed,author_manual_review,author,94ce36b16c3f7507335f340040f650fcab8f19cbf72d088abf05a83d82d7b71b
case-d4ea05c67dc5b4b78eca,mf-5a0621b5eb6185d5e40e,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,12211c6fb751e0dc649e42ee8287b45958346a935f1d6b99f3647f2412134642
case-d4ea05c67dc5b4b78eca,mf-3ae49cb8efc52ff2fa40,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,151d089e0b3518eb0af7b87b37d684a908eeee5f7a13b5fe1425579ee1ee4007
case-d4ea05c67dc5b4b78eca,mf-df1bd17a139628e13a6e,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,8871459282c6d8d87f04428efde5db141171d4831937cc392acc23541719c423
case-d4ea05c67dc5b4b78eca,mf-d5cd566519330d3398be,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,602ee8cbbe0dc961a95750ae95f21f75315a0b80ab70e01d521dfd65f82b45bc
case-d4ea05c67dc5b4b78eca,mf-ab3d9870cb255a34708d,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,10cb5c254d4f98b1d4ad9cc055b2aa895250521a11b5b1f3cc3bdb8ec222e14b
case-d4ea05c67dc5b4b78eca,mf-05539145b0ccd7fb9c4d,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,beb584d7587f518beac8111ed329e6be2bd4db98f2c4e5c191d73d4008a02d60
case-d4ea05c67dc5b4b78eca,mf-f448758811f2498eed23,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,feca7efb2f00b9453c09c65adcd70302bbfc769aae6d39e0913f0525266b7e44
case-d4ea05c67dc5b4b78eca,mf-337fd726466b0d760fa8,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,f9fb09d0bc0558b206d5b629430091c138b7d12bea4d740b140e21ecc4b220ac
case-d4ea05c67dc5b4b78eca,mf-eb87cb58e4bb7d322bc4,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/syntax-error, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,009d2d64ee93c09b494c0bb37cd3a59ef52b181b8fdd3ee9cd36374556938f66
case-d6dde2f26a32c9bff76d,mf-39d4f55abcac95d44bf0,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,59157d9b07f0115099f9f8647000b44213a6d9f8397218cba9543872995d8a7f
case-d6dde2f26a32c9bff76d,mf-b3f02a8dbb487a684753,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,3903697084f5579c750f181f527c9ca2edfb8925cac1d6a5e77483a7ceebd9ae
case-d6dde2f26a32c9bff76d,mf-c5aa54c74a73ae9fb77b,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,b64de4f7264bc39f221710a5dc0dfca9acd766d7d53e52adb34a3dd0aecba65f
case-d6dde2f26a32c9bff76d,mf-2a41c1e7e15a9550712d,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,e963b3438ee9f8e932d436f01a587230a042608eaf776f3107835ed5d6e67b02
case-d6dde2f26a32c9bff76d,mf-406b2a7a6a811b37880e,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,011b144d33dfba5617ac5aa3fe3bda1322b8182e253bed413ff673871e391209
case-d6dde2f26a32c9bff76d,mf-04073e2bce80ecc9d2ba,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,e077a5152f895a3c4a0aa9017b8b2f71e7e0de707fdc8482818fbbb561b45fbf
case-d6dde2f26a32c9bff76d,mf-807b1ee07eeacdb62155,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/cyclic-import, py/unsafe-cyclic-import.",no_match,,author_confirmed,author_manual_review,author,00a24904c97673d8ef8f1dbde79db850aed4f563bd6809400b4fa260eabc0fc8
case-da8176df9d4c3da588f6,mf-9bfc07386e61909c0971,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,933ad697daee12e0a59e2833bd4847359b0898e6ced9935412161aa7afa55665
case-da8176df9d4c3da588f6,mf-8cb32ceb7f63effff621,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,fefe1bb8202e080ad42f576cae59711ce69e059ca85ee06f3de6aa0a1a56772e
case-da8176df9d4c3da588f6,mf-fe20dd5a297c796d6c62,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,1835f8affbee6745793387a770190d2ddf12e3b0a309054bb6e11058886ffdbb
case-da8176df9d4c3da588f6,mf-ae2280237f91c88977d2,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,a4045c03137ad137dd4c58a8d35ba0658fbc94f9de4cb7ddb98bcbff1cf4891b
case-da8176df9d4c3da588f6,mf-6eba6addcfee54c37164,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,4ed7a25d4ef20cd941b3ba0cca56340e318054fedc14388c91dcacefe49acf0f
case-da8176df9d4c3da588f6,mf-723d66194a71586e1f27,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,eaf35e4e28ffb2976b2934eaf42f22d225b12f76bd0a24529667405b571fdfbf
case-da8176df9d4c3da588f6,mf-1980e304bc0390fd1dd3,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,778514125f41fd84b4e8c13fd517b9f6e58b745b4670b0eee7fa94ad78ba0a4b
case-da8176df9d4c3da588f6,mf-724f01f1004a423a7cbc,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,1ebdf395579f63181243325a0d0e756b2fb69369072a3ef9ad2859f3f7216f7d
case-da8176df9d4c3da588f6,mf-926ad0f49cbd67e4efc6,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,e6fcb1229a6e76517deed8b7024d3b97e8aeddd46c1672ab89684695e9b3a861
case-da8176df9d4c3da588f6,mf-266d2cbcc10657ead596,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/call/wrong-named-argument, py/log-injection, py/multiple-definition, py/unreachable-statement, py/unused-global-variable, py/unused-import, py/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,151e206c3690f5cd273dd108a31a53bcf7b4af4bd48fd3fcc97291cb45a12014
case-e2873dbaad5aa9b00625,mf-5d287f79a18c9906dc15,LLM_assistant,related_distinct,,medium,"Semantic packet review placed the reviewer finding in the same component or causal neighbourhood as the preserved CodeQL alert set (js/trivial-conditional), but the failure condition and required fix are materially different.",related_distinct,,author_confirmed,author_manual_review,author,cb4a89288e7ecd5eecd4f4e1935b8a50bec5cd2dec0125293d971683f9a3cbe4
case-e2873dbaad5aa9b00625,mf-e69d15c0931a242e1b4a,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/trivial-conditional.",no_match,,author_confirmed,author_manual_review,author,6336bf8886ac9fc3d283b10e1dd5d0038af1104eb728e33e7dd8a82d5fed026d
case-e2873dbaad5aa9b00625,mf-8d913518204ec438f793,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/trivial-conditional.",no_match,,author_confirmed,author_manual_review,author,785f6045766480fdd3777d1d1584ee01e566ce950f455b47bee82d51db8c53d1
case-e2873dbaad5aa9b00625,mf-f25dca1d73c9ee9b39dd,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/trivial-conditional.",no_match,,author_confirmed,author_manual_review,author,777ac18e0ba5b9d61af347d958570148a756aa770886f678276b824a1eec5e8d
case-e5ea5da2a535c77cde60,mf-2434a59c5d8ee6bf0009,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/mixed-returns.",no_match,,author_confirmed,author_manual_review,author,805e6899712080920c4755716b1a7981024c1420a20365fe973d658f1c04dcde
case-e5ea5da2a535c77cde60,mf-0b57109851bbfa62a11e,LLM_assistant,same_issue,sf-ac9598d4fd0200b7926e,medium,"The pass handler creates the implicit-None path that CodeQL contrasts with the explicit trace-id return. The reviewer focuses on swallowed exceptions, but its stated fallback-to-None behavior is the same mixed-return defect.",same_issue,sf-ac9598d4fd0200b7926e,author_confirmed,author_manual_review,author,70cc865ff0fea2176485e40cc6bea895e7cba39764668be1aab9dd048a9da93d
case-e5ea5da2a535c77cde60,mf-9324ce38422d0ac8ba20,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were py/mixed-returns.",no_match,,author_confirmed,author_manual_review,author,7d643d2d77788e04ad64cc0cc03c9bed350076f23b9bca49868ff8e7779e9d33
case-e644dabe399c62ffb568,mf-992ffb8343071e96f185,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,2303696ef8c9e1fd5144ef69c44d05ea66997fcd08b39f50329bbaa99e12d114
case-e644dabe399c62ffb568,mf-ce24284f0952e51d0a9c,LLM_assistant,same_issue,sf-55684ed0f67e014c4cbc,high,Both identify the unused import of error from console.,same_issue,sf-55684ed0f67e014c4cbc,author_confirmed,author_manual_review,author,f1bc11cc5d2d221ac5a409117d59b4770bbe68e289e94fc4eb2b02c707405236
case-e644dabe399c62ffb568,mf-dfbe2888679be9ecbe28,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,1b6fa8d4ebd257d63083d6905072a21e329b896c9423a490ae6ffa6f135f428f
case-e644dabe399c62ffb568,mf-c4b2d7a87fbbb08d5de1,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,ffac6e88c11ff80499dfb339f4c13525361af24a76a051a98d755e0270b236d6
case-e644dabe399c62ffb568,mf-ccfc5ed8be7258a330a9,LLM_assistant,no_match,,high,"Semantic packet review found no preserved CodeQL reference describing the same root defect. Similar files, categories, or nearby lines were not treated as recovery; available rules were js/automatic-semicolon-insertion, js/unused-local-variable.",no_match,,author_confirmed,author_manual_review,author,40da2af68fc221a1b3f40b4c605c71635372da79b06596231c3ea391821155f3
