alert_id,duplicate_ordinal,case_id,group,repo_name,pr_number,pr_id,language,task_type,base_sha,head_sha,issue_domain,is_quality_alert,rule_id,rule_name,problem_severity,precision,quality_category,rule_tags,file_path,start_line,message,fingerprint,fingerprint_method,fingerprint_ambiguity_n,source_group,source_row_number,batch_id,attempt,execution_sha256,condition_present,valid_issue,introduced_by_pr,actionability,confidence,evidence_json,rationale,model_supported_introduced_issue,model_supported_actionable_issue,is_security_alert,human_status,human_disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,human_actionability,human_confidence,human_notes,human_revision,human_source_set,human_source_disposition,human_independent_rereview_disposition,human_consensus_disposition,human_resolution_basis
qalert-012de1c5e8a399281aa8efca,1,adjcase-1d5755854d0562b38563b8b4,ai,ryokun6/ryos,95,3087884982,TypeScript,fix,4b6067aa21b0ba9210e06bb41563feaf2daf3871,206bc944dee305dbac222c14ebb10d22776e39bb,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,api/chat.ts,8,Unused import TOOL_USAGE_INSTRUCTIONS.,"{""primaryLocationLineHash"": ""15209631f3da58b6:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1941,adjbatch-ad1bbe15ff5932793c560b3f,1,d03843ece25208bf82691e74f5ad919af3af51ebae4fb4bb8e3e0b62be5b8030,yes,yes,yes,should_fix,high,"[{""explanation"":""TOOL_USAGE_INSTRUCTIONS is imported from ./utils/aiPrompts, and a grep of the staged file shows this import is its only live occurrence; it is never referenced in executable code."",""file"":""api/chat.ts"",""line"":13,""revision"":""head""},{""explanation"":""The only other mention of TOOL_USAGE_INSTRUCTIONS sits inside the commented-out legacy STATIC_SYSTEM_PROMPT block (lines 135-142), so it does not constitute a use of the binding."",""file"":""api/chat.ts"",""line"":138,""revision"":""head""},{""explanation"":""In the before revision the aiPrompts import list ends at `} from \""./utils/aiPrompts\"";` without TOOL_USAGE_INSTRUCTIONS; the staged diff adds `+  TOOL_USAGE_INSTRUCTIONS,` to that list, so the PR created the unused binding."",""file"":""api/chat.ts"",""line"":13,""revision"":""before""},{""explanation"":""ESLint applies tseslint.configs.recommended to files ['**/*.{ts,tsx}'] with only 'dist' ignored, so api/chat.ts is linted by @typescript-eslint/no-unused-vars and this import trips the project's own lint gate."",""file"":""eslint.config.js"",""line"":11,""revision"":""head""}]","The staged revision adds TOOL_USAGE_INSTRUCTIONS to the aiPrompts import block in api/chat.ts, but the symbol appears nowhere else in the file except a commented-out legacy prompt array, so the import is genuinely dead. The before revision did not import it, making this newly introduced rather than relocated. Impact is limited to maintainability, yet the repository's ESLint config covers every .ts file with typescript-eslint recommended (which errors on unused vars), so it is a trivial, clearly warranted cleanup rather than a merge blocker. Note the api/ tree is outside tsconfig.app.json's include ('src') and tsconfig.node.json's include ('vite.config.ts'), so tsc's noUnusedLocals would not catch it; ESLint is the enforcing path.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,api/chat.ts newly imports TOOL_USAGE_INSTRUCTIONS and never uses it.,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-014fe6e2c7f9d7ae307d092c,1,adjcase-8de8bafae8659144022f7a73,ai,elie222/inbox-zero,494,3124493699,TypeScript,feat,e087e197fe9b720fe915c313c6cb87260c5ad5d2,47f7649c6cebe59866df04177a198c9b83e84b04,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/web/utils/referral/referral-tracking.ts,85,Unused variable updatedReferral.,"{""primaryLocationLineHash"": ""378c685d3ba1ecad:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,ai,1473,adjbatch-8274f3889220e824d5b3d78a,1,334f047d675f75ceea02d93c3917acd61e73a02b4e782a6ce97e41fd6501d6f3,yes,yes,yes,should_fix,high,"[{""explanation"":""updatedReferral variable is assigned the result of prisma.referral.update but never used"",""file"":""apps/web/utils/referral/referral-tracking.ts"",""line"":85,""revision"":""head""},{""explanation"":""The function returns without referencing updatedReferral; only logs referral.id from the earlier query"",""file"":""apps/web/utils/referral/referral-tracking.ts"",""line"":101,""revision"":""head""}]","The updatedReferral variable is assigned but never read. The function should either remove the const declaration and just await the update, or use the returned value if needed for validation or logging.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,prisma.referral.update 结果赋给 updatedReferral，日志仍用 referral.id，变量未读。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-0163c52302ee4b2833ad01f6,1,adjcase-b3d564cb6aea795578fe4b51,human,prebid/Prebid.js,13093,2513475786,JavaScript,feat,3c0c769590c7eb60a86c950492300e7c36d68dbc,55cea5322179510742bce9e2a3783988d93a36f5,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,modules/medianetAnalyticsAdapter.js,607,Avoid automated semicolon insertion (94% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""d3880b78ff79c121:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3067,adjbatch-c26b89bf9384f1aeba2f8558,1,03df880ac20e87cdccd38633cb721a305b65e5f79ae894fcf78602edd4a2e48c,yes,yes,yes,should_fix,high,"[{""explanation"":""Missing semicolon after bidObj.inCurrMul assignment inside exchangeCurrency conditional"",""file"":""modules/medianetAnalyticsAdapter.js"",""line"":607,""revision"":""head""},{""explanation"":""Previous line has semicolon after bidObj.originalCpm assignment, showing function convention"",""file"":""modules/medianetAnalyticsAdapter.js"",""line"":606,""revision"":""head""},{""explanation"":""Following line has semicolon after bidObj.cpm assignment, confirming 94% have semicolons"",""file"":""modules/medianetAnalyticsAdapter.js"",""line"":610,""revision"":""head""}]","Line 607 is missing a semicolon in a function where 94% of statements have explicit semicolons. This is a maintainability issue for code consistency. The entire file was rewritten in this PR, introducing this missing semicolon.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,modules/medianetAnalyticsAdapter.js 第 607 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-017781b4a6ed691006646f74,1,adjcase-b0cbbfe560f8ec32e63d1b36,ai,unclecode/crawl4ai,1152,3088971804,Python,fix,1c5e76d51a4d084e6e9bf34fc6e9ae81a4f10b23,c8d28316b95412f610d42ace29a03f8a58846368,quality,true,py/unused-local-variable,Unused local variable,recommendation,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,crawl4ai/utils.py,147,Variable splitter is not used.,"{""primaryLocationLineHash"": ""1d3ce30fb3d74337:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1637,adjbatch-7b442ceabce9f6f76c0e001b,1,051564cb13b60f8f063cf4c0d9fa241ec8ff146d60b527804272d1e24ebdc90b,yes,yes,yes,should_fix,high,"[{""explanation"":""Variable splitter assigned 'splitter or str.split' but never used"",""file"":""crawl4ai/utils.py"",""line"":147,""revision"":""head""},{""explanation"":""Code uses 'doc.split()' directly instead of 'splitter(doc)'"",""file"":""crawl4ai/utils.py"",""line"":153,""revision"":""head""},{""explanation"":""Before revision used 'splitter(doc)', making the variable utilized"",""file"":""crawl4ai/utils.py"",""line"":157,""revision"":""before""}]","The PR changed from 'splitter(doc)' to 'doc.split()', making the splitter parameter and its assignment at line 147 unused. This creates dead code and breaks the function's documented interface for custom splitting.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,PR 把 tokens = splitter(doc) 改成 doc.split()，仍保留 splitter = splitter or str.split，变量未再读。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-018383a432936a81733678de,1,adjcase-b2987ef0c263a4d94d3f62f8,ai,lingodotdev/lingo.dev,708,3036742708,TypeScript,feat,9cdd392b49ebd74728b5cbac9266e2cb95f2f728,56509178687033b1c81de0bf4a56458cd6919e59,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/cli/src/cli/loaders/android.spec.ts,7,Unused variable setupMocks.,"{""primaryLocationLineHash"": ""f300bd92e7aeaaf1:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,ai,812,adjbatch-decaaee1c2cc65684cf351f7,2,17ab5fab201120009c37cb450b423015bde7c0a7cb1d39e714850419ebc0552f,yes,yes,yes,optional,high,"[{""explanation"":""setupMocks is defined as a const arrow function that mocks fs/promises, but grep shows it appears only at the definition site — it is never invoked anywhere in the test suite. All test cases call createAndroidLoader() directly without invoking setupMocks."",""file"":""packages/cli/src/cli/loaders/android.spec.ts"",""line"":7,""revision"":""head""}]","The function was written in the newly added spec file but is dead code; none of the 20+ test cases ever calls it. This is a maintainability issue (likely a leftover from incomplete test scaffolding), but restricted to test files and carries no production impact.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,New android.spec.ts defines setupMocks and never calls it.,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01a7371998e9374802eea4aa,1,adjcase-c0da5171ef6b78af1fea2556,human,novuhq/novu,8154,2466300129,TypeScript,fix,ec58c22b6baa76a7c9e23372b76580b493a283a6,108e7d43e74bd08d0d324904baced9e4b0e9b526,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/api/src/app/bridge/usecases/get-bridge-status/get-bridge-status.usecase.ts,1,Unused import Logger.,"{""primaryLocationLineHash"": ""4d6c9c838bb10464:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3511,adjbatch-a4011f604f0e37a867eb2f8a,1,3b7b840fadf535865f879ec92f1c7623dcb05662ea962f81dbab4c9ad24d5313,yes,yes,yes,should_fix,high,"[{""explanation"":""Import is `import { Logger, Injectable } from '@nestjs/common';`. A whole-file scan for `Logger` returns exactly one hit: this import line. The class body (constructor + single `execute` method, lines 9-23) has no try/catch and no logging call, so `Logger` is dead."",""file"":""apps/api/src/app/bridge/usecases/get-bridge-status/get-bridge-status.usecase.ts"",""line"":1,""revision"":""head""},{""explanation"":""Pre-PR line 1 was `import { Injectable } from '@nestjs/common';` — `Logger` was not imported at all. The PR's only change to this file (1 insertion / 1 deletion) is rewriting this import line, so the PR introduced the unused binding."",""file"":""apps/api/src/app/bridge/usecases/get-bridge-status/get-bridge-status.usecase.ts"",""line"":1,""revision"":""before""},{""explanation"":""`export const LOG_CONTEXT = 'GetBridgeStatusUsecase';` is also unreferenced (not flagged because it is exported). Together with the stray `Logger` this indicates a logging revert that restored imports without restoring the corresponding log call, i.e. leftover scaffolding rather than intentional code."",""file"":""apps/api/src/app/bridge/usecases/get-bridge-status/get-bridge-status.usecase.ts"",""line"":7,""revision"":""head""}]","True positive, introduced by this PR. The diff shows the import line was rewritten from `{ Injectable }` to `{ Logger, Injectable }` while no logging statement was added, and `Logger` occurs nowhere else in the 23-line class. Not a correctness problem: the PR changed no logic in this file, so there is no functional regression, only dead code. Actionability is should_fix rather than must_fix because the repo does not enforce this — the root eslint.config.mjs sets `@typescript-eslint/no-unused-vars: ['off']` and `unused-imports/no-unused-imports: 'off'` globally (re-enabled only for `packages/framework/**`), and neither apps/api/tsconfig.json nor the root tsconfig.json sets `noUnusedLocals`. So nothing fails, but the one-token removal is free and the adjacent unused `LOG_CONTEXT` suggests the author should double-check whether a log call was meant to survive the revert.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,"get-bridge-status.usecase.ts 本 PR 把 import 改成 { Logger, Injectable }，execute 未打日志。",,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01bad8e47cf7c02866a1bc82,1,adjcase-af99581cb7ea6b7fff84cc77,ai,BeehiveInnovations/zen-mcp-server,95,3164250713,Python,feat,4dae6e457ee05fb1042cd853d450c203e7985672,5cd93974e23df2e6b27eb965b730b26948bbf26a,quality,true,py/repeated-import,Module is imported more than once,recommendation,very-high,maintainability,quality|maintainability|useless-code,tools/shared/base_tool.py,382,"This import of module logging is redundant, as it was previously imported [on line 12](1).","{""primaryLocationLineHash"": ""e08b93101538495:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,2,ai,1797,adjbatch-6c0c3aae18bb91d81625d0b1,1,399651f9e74a88fd8547a9ee2eeb4ccfd107ce4f500ea490073b42ee2e84aac8,yes,yes,yes,should_fix,high,"[{""explanation"":""Module-level import statement: 'import logging'"",""file"":""tools/shared/base_tool.py"",""line"":12,""revision"":""head""},{""explanation"":""Redundant import inside exception handler: 'import logging' after module-level import"",""file"":""tools/shared/base_tool.py"",""line"":382,""revision"":""head""},{""explanation"":""Line 'logger = logging.getLogger(__name__)' confirms module-level import is in scope and used"",""file"":""tools/shared/base_tool.py"",""line"":47,""revision"":""head""}]",The file is newly added by this PR. Module-level import at line 12 makes the line 382 import redundant. The logging module is already available throughout the file.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,模块顶部已 import logging，异常分支再次 import logging；该局部导入确实冗余。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01c0a021d1ebe44502a51d5e,1,adjcase-3ba68233bc93a1005c5a6214,ai,ruvnet/claude-flow,519,3274038425,TypeScript,fix,44a76ee6432d321f6b9bce792f58c7a23f1f7760,f4107494fc5cc92e33fd3e37652eddbab43d2958,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,src/mcp/claude-flow-tools.ts,7,Unused import getAgentTypeSchema.,"{""primaryLocationLineHash"": ""39fd5ebfda0bb3a1:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1338,adjbatch-adca5974ac0e573e8029f7c2,1,2a642125e4fde0756ff1b54eb9c49dc88f6b6aadc63ec3bb6eb3ab2d2e0536fa,yes,yes,yes,optional,high,"[{""explanation"":""`import { getAvailableAgentTypes, getAgentTypeSchema } from '../constants/agent-types.js';` is the only occurrence of `getAgentTypeSchema` in the file; a grep for the identifier returns just this line."",""file"":""src/mcp/claude-flow-tools.ts"",""line"":7,""revision"":""head""},{""explanation"":""The only consumer of that import statement is `await getAvailableAgentTypes()`; the schema helper is never called, so the binding is dead."",""file"":""src/mcp/claude-flow-tools.ts"",""line"":18,""revision"":""head""},{""explanation"":""Before revision has only type-only imports here (`import type { Permissions } from './auth.js';`) and no agent-types import, so the unused binding arrives with the staged diff."",""file"":""src/mcp/claude-flow-tools.ts"",""line"":7,""revision"":""before""}]","The staged change adds a named import of `getAgentTypeSchema` that is never referenced anywhere in the module. It is genuine dead code and trivially removable, but it has no runtime effect, so it is a low-priority cleanup rather than a merge blocker.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,claude-flow-tools.ts 本 PR 新增 getAgentTypeSchema 导入，增强 schema 只用 getAvailableAgentTypes。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01ca88a9fc09d12bbf51d02f,1,adjcase-b141da09ef0e9c193fc1a34c,human,Kanaries/graphic-walker,463,2558416409,TypeScript,feat,3ea7c98eeda551da7e2fced536a26fca21bb7d33,f1d55d2793c5ef8747a36a28f52c9d397e3d401d,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/graphic-walker/src/vis/observable-plot-renderer.tsx,155,Unused variable showActions.,"{""primaryLocationLineHash"": ""4ff1db05d5c1bd26:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2014,adjbatch-f9d44a0bcb207047e83751e0,2,09152f2815facec927ccc6aace221e8a9dcc5d68e95efcd9e8be0f272a5c61bc,yes,yes,yes,should_fix,high,"[{""explanation"":""`showActions` is destructured from `props` at line 155 in `ObservablePlotRenderer`. It is never referenced anywhere in the component body (lines 155-423); no JSX element, hook, or variable expression consumes it."",""file"":""packages/graphic-walker/src/vis/observable-plot-renderer.tsx"",""line"":155,""revision"":""head""}]","The file is newly added by the PR. `showActions` is part of the `ObservablePlotProps` interface but the component never uses it, making it dead code introduced by the PR.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,observable-plot-renderer 新文件从 props 解构 showActions，组件体未见使用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01d3ac2241e36767df40f377,1,adjcase-095b1f4be334351184edd49c,human,microsoft/typespec,7530,2562810418,Java,fix,ee910c8945ee58aafd70cc9d6dfdb5f71c33ea38,ec48d01b400a28057e1ad66a85fc1917f037e8d6,quality,true,java/missing-override-annotation,Missing Override annotation,recommendation,high,maintainability,quality|maintainability|readability,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/clientcore/ClientCoreClientMethodTemplate.java,753,This method overrides [ClientMethodTemplate.generatePagingSync](1); it is advisable to add an Override annotation.,"{""primaryLocationLineHash"": ""9a960de04e0c304f:1"", ""primaryLocationStartColumnFingerprint"": ""15""}",fingerprint,1,human,1033,adjbatch-b5b96cb718b5f20621b0c89f,1,4ceaa495015119557dd0bd716668c91782792f7c7735118920c62f52e7a325c0,yes,yes,yes,optional,medium,"[{""explanation"":""`protected void generatePagingSync(ClientMethod, JavaType, ProxyMethod restAPIMethod, JavaSettings)` is declared without an @Override annotation in a class extending ClientMethodTemplate."",""file"":""packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/clientcore/ClientCoreClientMethodTemplate.java"",""line"":753,""revision"":""head""},{""explanation"":""Superclass at head declares the identical 4-parameter `protected void generatePagingSync(..., ProxyMethod restAPIMethod, ...)`, making the subclass method a true override."",""file"":""packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/ClientMethodTemplate.java"",""line"":916,""revision"":""head""},{""explanation"":""Before revision declares `generatePagingSync(ClientMethod, JavaType, JavaSettings)` with only 3 parameters, so the subclass method was an overload, not an override."",""file"":""packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/ClientMethodTemplate.java"",""line"":981,""revision"":""before""}]",The override relationship exists only at head because the PR added the ProxyMethod parameter to the superclass signature; the pre-existing subclass declaration therefore became an unannotated override. Adding @Override is a low-priority readability improvement consistent with the annotation's use elsewhere in this package.,1,0,False,completed,confirmed_valid,yes,yes,yes,,,本 PR 将父类 generatePagingSync 改成含 restAPIMethod 的 4 参数签名，进而与 ClientCore 子类既有方法形成 override；子类未标 @Override，属于跨文件的 PR 引入问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01d68cd1ce02c83d09e14802,1,adjcase-9d5f1bef90a3385afe4c100e,ai,pdfme/pdfme,1059,3177500762,TypeScript,refactor,9f95afc8548c8e50892c103a2d25c1d92cadc746,8f1e59552b4b381b7141308df9d63feef6effeca,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,packages/pdf-lib/src/api/form/PDFForm.ts,599,Avoid automated semicolon insertion (93% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""d5c2c2b8518c6c7:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1354,adjbatch-74f66dc05a59882c67080b63,1,dcb9e589710c5cfa1db85eba1a1774d2ffe95adc6a8f6a3b02876ce5d9bef70f,yes,yes,yes,should_fix,high,"[{""explanation"":""Statement 'console.error(err)' lacks explicit semicolon"",""file"":""packages/pdf-lib/src/api/form/PDFForm.ts"",""line"":599,""revision"":""head""},{""explanation"":""Preceding statement 'page.node.removeAnnot(widgetRef);' has explicit semicolon"",""file"":""packages/pdf-lib/src/api/form/PDFForm.ts"",""line"":597,""revision"":""head""}]","The file is newly added by the PR. The statement at line 599 relies on automatic semicolon insertion while 93% of statements in the enclosing function use explicit semicolons, creating a style inconsistency.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,packages/pdf-lib/src/api/form/PDFForm.ts 第 599 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01e3f16ef436956dd7e36c29,1,adjcase-6f4ccc620c7bd2c5cf796add,human,lingodotdev/lingo.dev,610,2444428655,TypeScript,fix,41b85d1df175fb717df52ed83d56b67c6c7be4aa,b15e77a3cc7db761b16dacd66d65e35f8875dc84,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/cli/src/cli/loaders/prettier.ts,1,Unused import fs.,"{""primaryLocationLineHash"": ""7afbaa3c8c9a732f:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2223,adjbatch-fd16c3222a2c4cf56be0fd67,1,41c833e27122a5df12a225f57b7e8cb15917b793c62a73d784115b5b51a6b98f,yes,yes,yes,optional,high,"[{""explanation"":""`import fs from \""fs\"";` remains at the top of the staged file, but the 75-line head file contains no `fs.` reference; the only former consumer (getPackageManager's fs.existsSync lockfile probes) was deleted by the staged change."",""file"":""packages/cli/src/cli/loaders/prettier.ts"",""line"":1,""revision"":""head""},{""explanation"":""At HEAD the same import was live: `fs.existsSync(yarnLockfile)` inside getPackageManager (also lines 91 and 96), so the import was not unused before the pending change."",""file"":""packages/cli/src/cli/loaders/prettier.ts"",""line"":86,""revision"":""before""},{""explanation"":""The staged rewrite replaces the auto-install path with `config.plugins = [];`, and the diff deletes the installDependencies/getPackageManager helpers that were the sole users of `fs`."",""file"":""packages/cli/src/cli/loaders/prettier.ts"",""line"":51,""revision"":""head""}]","The staged change removes the installDependencies/getPackageManager helpers in favor of formatting without plugins, stripping every use of `fs` while leaving the import statement behind. The condition is real and PR-introduced: `fs` was genuinely used at HEAD (three fs.existsSync lockfile checks) and is dead at head. Impact is limited to dead code since the CLI tsconfig does not set noUnusedLocals, so this is leftover cleanup rather than a defect.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,prettier.ts 本 PR 删掉用 fs.existsSync 的 getPackageManager，仍保留 import fs。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-01f0bc48fdd6bc59231bb10b,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/useless-assignment-to-local,Useless assignment to local variable,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,shared/1ds-core-js/test/Unit/src/ESPromiseTests.ts,284,The value assigned to promise here is unused.,"{""primaryLocationLineHash"": ""ac3bd9f83059228b:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,1399,adjbatch-2c08048c65e95a183880db61,1,1308787d4229a8914af5b47674b08bce4e304605a4cc046dc413e43ef5c153f5,yes,yes,yes,optional,high,"[{""explanation"":""Second assignment to `promise` (chain returning preRejected). `promise` is never read before being overwritten again at line 312."",""file"":""shared/1ds-core-js/test/Unit/src/ESPromiseTests.ts"",""line"":284,""revision"":""head""},{""explanation"":""Line 312 overwrites `promise` without any intervening read, confirming the line-284 assignment is useless."",""file"":""shared/1ds-core-js/test/Unit/src/ESPromiseTests.ts"",""line"":312,""revision"":""head""}]",Newly added file. The value assigned at line 284 is immediately superseded by the assignment at line 312 with no read in between. The pattern is dead code; optional to fix in test context.,1,0,False,completed,confirmed_valid,yes,yes,yes,,,ESPromiseTests 新文件把 createAsyncPromise 赋给 promise，后续只断言 resolvedValue/rejectedValue，未读 promise。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
